state;year;P/pack;pop;pop16+;CPI;ndi/capita;C/capita;Pn/pack;ln C_it;ln P_it;ln Pn_it;ln Y_it
17;63;26.7;985;669.7;30.6;1878.717928;138.4;24.2;5.315959833;-0.136336444;-0.234647376;4.117344861
17;64;26.8;984;668.7;31;2042.640059;137.4;24.7;5.309186748;-0.145585317;-0.227183961;4.188011192
17;65;27.2;986;671.6;31.5;2212.948766;139.1;24.7;5.319186528;-0.146770573;-0.243184302;4.252093643
17;66;29.6;985;673.5;32.4;2356.646738;135.1;25.9;5.28616889;-0.090384061;-0.223915454;4.286836591
17;67;30.3;982;674.5;33.4;2447.123239;136;26.5;5.288274518;-0.097408187;-0.231411167;4.294112525
17;68;32;978;676.4;34.8;2613.174228;135.6;29.9;5.278434429;-0.083881484;-0.151758906;4.318703554
17;69;33.4;978;680.2;36.7;2827.124542;135.2;29.9;5.269877961;-0.094220855;-0.204918275;4.344238656
17;70;38;993;697.5;38.8;3103.876191;128.5;31.4;5.209157055;-0.020834087;-0.211612354;4.381986747
17;71;38.8;1012;716.7;40.5;3280.571475;133.2;34.1;5.236878265;-0.042881727;-0.17200459;4.394470942
17;72;41.5;1028;734;41.8;3507.294942;136.5;36.1;5.253186032;-0.007202912;-0.146603474;4.429704008
17;73;41;1037;747.4;44.4;3870.265374;138;36.9;5.254740376;-0.079667403;-0.185027918;4.467838886
17;74;41.8;1048;760.8;49.3;4234.300236;142.1;37.9;5.276799389;-0.165027742;-0.262972969;4.453049279
17;75;46.7;1058;776.2;53.8;4492.956586;140.7;40.8;5.256355358;-0.141529302;-0.276591386;4.424992779
17;76;49.9;1072;792.5;56.9;5028.364584;144.9;43.9;5.278132685;-0.131274338;-0.259381021;4.481554737
17;77;50.9;1084;808.8;60.6;5440.29877;145.6;45;5.27372465;-0.17443197;-0.297632403;4.497294366
17;78;55;1092;819.3;65.2;5882.03698;143.9;49.7;5.256434453;-0.170126284;-0.271454536;4.502198937
17;79;54.5;1097;828.9;72.6;6445.120143;138.5;53.2;5.211105265;-0.28676422;-0.310906525;4.486113635
17;80;59;1125;851;82.4;7097.615378;141.2;55.3;5.229303511;-0.334047993;-0.398812528;4.455928707
17;81;62.9;1133;862.5;90.9;7850.166979;138.9;58.4;5.206543362;-0.368213837;-0.442444111;4.458530081
17;82;69.7;1133;864.4;96.5;8341.933371;139.5;67;5.208653238;-0.325342691;-0.364850389;4.459507279
17;83;80.8;1146;877.9;99.6;8962.495724;135.4;74.7;5.174733566;-0.209185199;-0.287682072;4.499641843
17;84;93.7;1156;890.3;103.9;9851.29429;135.5;90.5;5.170134205;-0.103330709;-0.138079047;4.551929227
17;85;98.1;1165;899.9;107.6;10501.66067;127.9;89.2;5.109441429;-0.092433281;-0.187539608;4.580868035
17;86;112.7;1172;908.6;109.6;11146.7049;119;100;5.03368551;0.027892047;-0.091667189;4.622061834
17;87;121.2;1187;922;113.6;12056.79205;125;102;5.080952908;0.064758567;-0.107710693;4.664699929
17;88;129;1205;940;118.3;13068;125;113.5;5.076668708;0.086588633;-0.041420934;4.704698002
17;89;144.4;1222;953;124;14110;122.4;125.9;5.055923606;0.152305661;0.015206375;4.734357479
17;90;160.1;1230;959.2;130.7;14975;117.5;135.9;5.015108178;0.202893999;0.039014701;4.741232802
17;91;158.9;1237;963.3;136.2;15093;116.1;153.9;5.004531371;0.15415068;0.122178647;4.707861945
17;92;187.7;1237;968.3;140.3;16298;114.7;164.4;4.98722244;0.291061956;0.158519496;4.755014693
18;63;28.2;3351;2238;30.6;2312.306967;122.7;23.4;5.213418551;-0.081678031;-0.268263987;4.325000983
18;64;28.5;3442;2299.3;31;2483.396944;122.2;23.9;5.209107016;-0.084083117;-0.260108746;4.383395433
18;65;27.9;3534;2365.4;31.5;2629.601107;121;24.1;5.197273779;-0.121360857;-0.267775705;4.424599897
18;66;28.2;3608;2425.8;32.4;2780.989814;121;24.1;5.192782781;-0.138836445;-0.295946582;4.452403769
18;67;29.4;3680;2485.2;33.4;2967.633426;121.7;26.3;5.194118613;-0.127561226;-0.238986961;4.486964188
18;68;30.9;3716;2523.6;34.8;3140.797221;121.7;26.7;5.188520367;-0.118861203;-0.264953821;4.502614552
18;69;30.7;3765;2563.8;36.7;3384.470825;122.3;27.2;5.190734371;-0.1785141;-0.299559782;4.524176089
18;70;32.6;3922;2723.9;38.8;3702.801874;123.5;28.5;5.180778207;-0.174107958;-0.308516159;4.558424829
18;71;34.2;4011;2816.9;40.5;3968.250566;126.7;30.2;5.195225685;-0.16907633;-0.29346005;4.584778639
18;72;34.3;4062;2884;41.8;4212.961079;133.2;29.9;5.234349002;-0.197750985;-0.335037859;4.613024684
18;73;35.3;4082;2933.8;44.4;4684.754653;137.3;30.1;5.252456866;-0.229356505;-0.388714298;4.658829355
18;74;35.8;4099;2980.8;49.3;5073.595511;144.8;31.3;5.293904801;-0.319976188;-0.454305984;4.633880938
18;75;39.5;4115;3028.7;53.8;5543.315267;146.1;33.6;5.290796668;-0.308972795;-0.4707474;4.635074557
18;76;46.1;4123;3071.8;56.9;6029.625566;137.1;37.9;5.215027931;-0.210482391;-0.406344229;4.663144851
18;77;49.2;4138;3114.9;60.6;6435.056967;135.7;38.4;5.194462097;-0.20840127;-0.456237433;4.66522108
18;78;52.1;4148;3153.3;65.2;7184.74214;134.1;42.8;5.172762557;-0.22429452;-0.420921366;4.70225544
18;79;56.2;4148;3181.1;72.6;7917.836771;131.9;45.8;5.147443301;-0.256048165;-0.460680831;4.691908391
18;80;58.1;4216;3230.9;82.4;8888.383551;131.5;48.5;5.145132927;-0.349419773;-0.530021639;4.680915047
18;81;62.8;4263;3287.5;90.9;9726.205986;137.1;51.8;5.180556327;-0.369804928;-0.562369852;4.672819168
18;82;65.4;4265;3302.8;96.5;10426.11953;131.3;56.4;5.133156369;-0.38902075;-0.53707385;4.682526422
18;83;74.9;4304;3346.9;99.6;11464.06539;128.2;68.8;5.105101823;-0.285008274;-0.36995842;4.745810509
18;84;84.2;4349;3391.9;103.9;12555.93052;122.5;76;5.056666727;-0.210233977;-0.312695558;4.794519486
18;85;90.1;4391;3434.1;107.6;13494.33312;121.9;83.6;5.049003145;-0.177500483;-0.252377128;4.83160446
18;86;93.3;4461;3496.4;109.6;14247.12902;121.8;91.3;5.046019444;-0.161017267;-0.182686587;4.867473319
18;87;100.3;4535;3552;113.6;15111.91109;119.3;94.6;5.025955588;-0.124517811;-0.18302603;4.89055502
18;88;109.2;4622;3612;118.3;16491;115;102.1;4.991498005;-0.080042708;-0.147271046;4.937346286
18;89;120.2;4694;3658;124;17489;109;109.4;4.94071643;-0.031124544;-0.125270676;4.949045825
18;90;131.5;4747.6;3699.8;130.7;18172;102.8;128.6;4.882145816;0.006102231;-0.016197809;4.934732606
18;91;141.6;4826.1;3737.4;136.2;18477;97.6;136.5;4.836525999;0.038881788;0.002200221;4.910157601
18;92;159.1;4871.8;3760.2;140.3;19746;91.7;157.9;4.77751371;0.125749948;0.118178934;4.946923231
19;63;28;5252;3669.4;30.6;2498.002294;142.2;24.2;5.315815313;-0.088795499;-0.234647376;4.4022466
19;64;28.4;5287;3686.8;31;2653.927192;138.7;24.7;5.292805431;-0.087598059;-0.227183961;4.449808577
19;65;28.4;5361;3740.8;31.5;2802.376238;136.5;24.7;5.276175647;-0.103598401;-0.243184302;4.488235447
19;66;31;5403;3779.3;32.4;2983.932625;131.6;25.9;5.237182566;-0.044171218;-0.223915454;4.52283896
19;67;33.6;5434;3812.1;33.4;3187.916566;130.2;26.5;5.223567022;0.005970167;-0.231411167;4.558566968
19;68;35.1;5438;3839.1;34.8;3401.512316;128;29.9;5.200203646;0.008583744;-0.151758906;4.582358024
19;69;35;5467;3914.3;36.7;3626.855832;129.7;29.9;5.199317597;-0.047428694;-0.204918275;4.593344635
19;70;39.6;5689;4076.2;38.8;3931.229775;124.3;31.4;5.156067302;0.020408872;-0.211612354;4.618287329
19;71;41;5741;4151.4;40.5;4199.292441;121.4;34.1;5.123278663;0.012270093;-0.17200459;4.64136935
19;72;46;5767;4211.1;41.8;4442.791596;117.9;36.1;5.084264926;0.095745057;-0.146603474;4.666141856
19;73;46;5793;4274.8;44.4;4861.439266;121.2;36.9;5.101355048;0.035401927;-0.185027918;4.695850349
19;74;46.3;5789;4313.3;49.3;5272.611084;124.3;37.9;5.116954291;-0.06278212;-0.262972969;4.6723569
19;75;49.4;5778;4350.9;53.8;5721.162159;126.1;40.8;5.120750125;-0.085323043;-0.276591386;4.666653771
19;76;57.4;5769;4389.5;56.9;6115.246317;116.9;43.9;5.034602298;0.008748962;-0.259381021;4.677244987
19;77;57.3;5768;4432.8;60.6;6611.856436;118.9;45;5.041576765;-0.055994269;-0.297632403;4.692324853
19;78;61.8;5771;4477.2;65.2;7274.00326;120.5;49.7;5.045497278;-0.053556104;-0.271454536;4.714602605
19;79;64.5;5769;4513.8;72.6;8027.996257;118.2;53.2;5.017737489;-0.118299698;-0.310906525;4.705725322
19;80;68.2;5737;4493.6;82.4;8940.050109;120.5;55.3;5.035932016;-0.189140872;-0.398812528;4.686711036
19;81;70.8;5773;4552.3;90.9;9837.152258;123.2;58.4;5.051368327;-0.249901;-0.442444111;4.684161542
19;82;78.1;5781;4577.4;96.5;10820.76069;122.3;66.8;5.039922569;-0.211552951;-0.367839928;4.719678845
19;83;88.7;5767;4585.1;99.6;11715.72688;119.8;74.7;5.015163785;-0.115902275;-0.287682072;4.767525231
19;84;101.4;5798;4627.5;103.9;13018.66095;116;90.5;4.979086456;-0.024355807;-0.138079047;4.830710167
19;85;108.3;5823;4663.2;107.6;13860.22821;117.2;89.2;4.985995562;0.006484506;-0.187539608;4.85835809
19;86;115;5834;4679.6;109.6;14869.46812;115.8;100;4.9723548;0.048094754;-0.091667189;4.910227896
19;87;120.4;5855;4695;113.6;16086.9639;113.8;102;4.955240406;0.058136027;-0.107710693;4.953081021
19;88;131.6;5889;4722;118.3;17690;111.7;113.5;4.936670471;0.106543248;-0.041420934;5.007531016
19;89;148.6;5913;4726;124;18636;104.4;125.9;4.872303814;0.180976567;0.015206375;5.012568907
19;90;152.4;5913;4726;130.7;19051;99.4;135.9;4.823226252;0.153604023;0.039014701;4.981970252
19;91;163.3;5893.3;4678.8;136.2;19385;93.5;150.1;4.768735882;0.181464606;0.097177345;4.958130456
19;92;175.9;5895.3;4668;140.3;20822;90.5;164.4;4.73877456;0.226132665;0.158519496;4.999982412
20;63;28.8;8036;5265.5;30.6;2251.000643;126.7;24.4;5.264577426;-0.060624622;-0.226416877;4.298130118
20;64;29.3;8161;5362.8;31;2462.530846;125;26;5.248194221;-0.056399688;-0.175890666;4.374957695
20;65;28.7;8317;5494.4;31.5;2675.058832;131.8;26;5.295857843;-0.093090423;-0.191891008;4.441739106
20;66;29.2;8496;5646.1;32.4;2845.679891;134.5;26.3;5.310194622;-0.103989714;-0.208589484;4.475398873
20;67;30;8608;5758.7;33.4;2906.544714;134.4;27;5.302800677;-0.107358518;-0.212719034;4.466164371
20;68;32;8673;5849.3;34.8;3126.057188;134.2;29.8;5.29322398;-0.083881484;-0.155108993;4.497910418
20;69;31.9;8766;5892.2;36.7;3303.662735;133.4;29.7;5.290603293;-0.140170745;-0.211629709;4.500010297
20;70;33.7;8875;6064.9;38.8;3415.41454;128.6;30.6;5.237427093;-0.140922409;-0.237420238;4.477633906
20;71;39.2;8965;6198.4;40.5;3710.758596;126.1;32.2;5.206112156;-0.032625227;-0.229335522;4.517689634
20;72;40;9015;6301.4;41.8;4008.09822;131.4;32.5;5.236364132;-0.044016885;-0.25165625;4.563175809
20;73;40.2;9060;6398.7;44.4;4496.014583;133.7;32.9;5.243372759;-0.099372474;-0.299766812;4.617707166
20;74;41.1;9096;6488.4;49.3;4812.312102;138.8;34.5;5.270852837;-0.18191596;-0.356964757;4.581008853
20;75;44.4;9092;6553.3;53.8;5141.580814;136.8;36.7;5.245946172;-0.192033998;-0.382496712;4.559842395
20;76;47.9;9100;6621.9;56.9;5686.370863;138;38.7;5.245145761;-0.172179837;-0.385455741;4.604532173
20;77;48.3;9138;6704.9;60.6;6325.95039;140.3;40.6;5.253385928;-0.226863332;-0.400526826;4.648120668
20;78;54;9181;6787.9;65.2;7044.35485;141.8;50;5.25641213;-0.188475422;-0.265436464;4.682522376
20;79;57.2;9207;6849;72.6;7732.825792;140.9;52.5;5.243911827;-0.238411023;-0.324151752;4.668264715
20;80;60.3;9262;6880.4;82.4;8329.500608;140.7;53.7;5.243873182;-0.312253333;-0.428172435;4.615973345
20;81;61.8;9204;6871.9;90.9;9004.002574;139.5;58.3;5.230262141;-0.385856637;-0.444157908;4.595664487
20;82;68;9109;6828;96.5;9337.262421;137.3;65.1;5.210399444;-0.350035303;-0.393618459;4.572225377
20;83;87.7;9069;6828;99.6;10002.78433;128.3;75.7;5.138201471;-0.127240265;-0.274384004;4.609456602
20;84;97;9075;6864.2;103.9;11039.48188;128.2;85.2;5.132795425;-0.06871792;-0.198427464;4.665804489
20;85;101.4;9085;6913.8;107.6;11760.87969;126.6;88.8;5.114137797;-0.059347557;-0.192033998;4.694113375
20;86;106;9139;6992;109.6;12501.2354;126.5;93.6;5.10802664;-0.03339828;-0.157806991;4.736745376
20;87;111.4;9200;7055;113.6;13064.98334;122.1;100.1;5.07030728;-0.019556179;-0.12651382;4.745007397
20;88;122.2;9240;7090;118.3;13957.00222;121.1;108.4;5.061473196;0.032435276;-0.087395682;4.770512841
20;89;133;9273;7108;124;14757;116.6;119;5.024635315;0.070067563;-0.041158072;4.77919126
20;90;143.9;9315.1;7140.3;130.7;15560;114.4;130.8;5.005583026;0.096213993;0.000764818;4.779554177
20;91;144.9;9388.2;7183.5;136.2;15938;110.3;135.8;4.970870778;0.061919456;-0.002941179;4.76233708
20;92;176.7;9457.4;7226.7;140.3;17154;107.6;153.5;4.947435651;0.230670392;0.08991758;4.806203674
21;63;28.7;3507;2314.2;30.6;2067.250905;112.6;26.4;5.139538631;-0.064102886;-0.147635999;4.212974929
21;64;30.1;3529;2333.4;31;2157.08798;104.7;27.9;5.064787231;-0.029462033;-0.105360516;4.242527229
21;65;30.2;3562;2367.9;31.5;2360.718682;109.2;28.1;5.101499762;-0.042145621;-0.114217969;4.316733832
21;66;30.3;3585;2398.6;32.4;2527.416365;110.7;30.2;5.10869708;-0.06701071;-0.070316498;4.356794438
21;67;30.9;3625;2444.7;33.4;2669.159305;114.4;30.5;5.133632951;-0.077799716;-0.090829216;4.380962935
21;68;32.7;3663;2493.6;34.8;2876.782766;113.7;32.3;5.118118435;-0.062242309;-0.074550157;4.414810467
21;69;32.8;3700;2516.7;36.7;3071.429761;112.3;32.3;5.106558162;-0.11234824;-0.127709525;4.427121697
21;70;39.1;3805;2624.1;38.8;3331.957277;104.3;37.3;5.018849373;0.00770222;-0.03942692;4.452894935
21;71;40.1;3853;2690.3;40.5;3524.607893;116.4;38.5;5.116231889;-0.00992564;-0.050643733;4.466222499
21;72;45.2;3870;2734.5;41.8;3757.186097;96.8;38.9;4.919952898;0.078200747;-0.071902089;4.498529238
21;73;45.6;3891;2783.4;44.4;4514.812093;106.8;39.4;5.005950919;0.026668247;-0.119473653;4.621879377
21;74;47;3907;2829.4;49.3;4644.576756;110.6;39.9;5.02862523;-0.047776479;-0.211547757;4.545531448
21;75;49.4;3937;2885.1;53.8;4962.999276;111.5;42.6;5.024884041;-0.085323043;-0.233419214;4.524492063
21;76;52.1;3970;2941.7;56.9;5312.365677;116.7;45;5.059384988;-0.088130392;-0.234632851;4.536497187
21;77;53.1;3996;2989.7;60.6;6025.073135;117.2;46.4;5.05400269;-0.132117965;-0.266995434;4.599390004
21;78;57.9;4024;3033.8;65.2;6668.905503;118.9;53.2;5.060743277;-0.118742084;-0.203401073;4.627751564
21;79;60.9;4060;3078.9;72.6;7378.618393;118.3;54.1;5.049834354;-0.175731747;-0.294130736;4.621376769
21;80;63;4077;3079.9;82.4;8054.392831;117.7;58.8;5.048603309;-0.268450711;-0.337443582;4.582387478
21;81;65.8;4094;3101.9;90.9;8895.866763;120.8;61.4;5.071643946;-0.323140163;-0.392350166;4.583582038
21;82;71.7;4133;3130.7;96.5;9376.994207;119.4;67.8;5.060226115;-0.297052261;-0.352980813;4.576471535
21;83;87.3;4144;3143.2;99.6;9884.074584;113.2;77.9;5.005576281;-0.131811702;-0.245736212;4.597517948
21;84;99.2;4162;3166.2;103.9;11105.8588;110.8;89.8;4.981190372;-0.046290884;-0.145843923;4.67179917
21;85;101.5;4190;3196.9;107.6;11676.82332;113;92.3;4.997906962;-0.058361849;-0.153376506;4.686940595
21;86;116.3;4213;3224.7;109.6;12407.49819;104.3;104.2;4.914606422;0.059335685;-0.050525245;4.729218887
21;87;120.1;4246;3266;113.6;12961.49348;108.8;110.3;4.951922703;0.055641223;-0.02947958;4.737054695
21;88;141.7;4307;3312;118.3;13785;94.1;123.3;4.807047416;0.180488376;0.041396639;4.758112552
21;89;152.5;4353;3339;124;14771;92.3;130.1;4.790238043;0.20688303;0.04802182;4.780139512
21;90;162.3;4390.1;3367.5;130.7;15553;90.7;138.9;4.772738734;0.216541854;0.060849629;4.779104204
21;91;173.9;4447.3;3406;136.2;15869;86.2;150.3;4.723428766;0.244356028;0.098508903;4.757998406
21;92;197.7;4495.5;3440.5;140.3;17255;83.8;160;4.695893094;0.342967743;0.131390828;4.812074248
22;63;30.5;2291;1460.9;30.6;1322.572978;83.9;26.1;4.879561333;-0.003273325;-0.159064695;3.766334335
22;64;30.4;2304;1472.4;31;1383.369475;86.1;27.3;4.903262432;-0.019544596;-0.127100502;3.798290246
22;65;31.4;2309;1483.8;31.5;1496.989158;83.5;27.2;4.867054797;-0.003179653;-0.146770573;3.861223596
22;66;31.8;2339;1516.1;32.4;1616.588824;86.9;29.5;4.898340272;-0.018692133;-0.093768159;3.909915121
22;67;31.6;2344;1530.4;33.4;1760.108424;88.1;29.6;4.904802266;-0.055398779;-0.120781539;3.964574791
22;68;33.9;2349;1547.5;34.8;1919.574646;89;30.9;4.90598535;-0.026202372;-0.118861203;4.010241515
22;69;34.8;2360;1541.8;36.7;2069.074229;91;30.9;4.936570561;-0.053159368;-0.172020571;4.032079799
22;70;36.2;2216;1490.4;38.8;2243.490409;93.4;34.3;4.933550574;-0.069361128;-0.123274892;4.057367904
22;71;37.5;2253;1529.4;40.5;2441.826522;105.4;38.8;5.045149796;-0.076961041;-0.042881727;4.099199639
22;72;37.4;2286;1563.7;41.8;2681.025855;112.1;40;5.099140088;-0.111225635;-0.044016885;4.161058442
22;73;37.3;2319;1598.9;44.4;3042.814846;115;39.9;5.116752294;-0.174246143;-0.106863146;4.227298833
22;74;41.4;2338;1623.6;49.3;3302.94412;117.1;41.6;5.127678228;-0.1746432;-0.169823914;4.204645426
22;75;43;2350;1642.6;53.8;3530.183486;116.8;44.3;5.118598046;-0.224073351;-0.19428879;4.183831661
22;76;46.4;2371;1668.3;56.9;3878.019183;120.9;48.1;5.146470421;-0.203995882;-0.168013164;4.221784441
22;77;48.8;2390;1691.1;60.6;4343.461218;122.1;48.9;5.150754542;-0.21656458;-0.214517497;4.272131932
22;78;53.6;2409;1712;65.2;4773.023353;124.9;54.2;5.169062863;-0.195910401;-0.18477856;4.293275741
22;79;56.5;2429;1732;72.6;5257.402002;123.9;56.8;5.157677629;-0.250724284;-0.245428596;4.282427346
22;80;59.7;2521;1791;82.4;5676.000834;127;60;5.186068612;-0.322253417;-0.317240875;4.232416748
22;81;63;2531;1824.3;90.9;6301.905755;125.3;62.6;5.158128992;-0.366625275;-0.372994723;4.238847366
22;82;69.2;2551;1841.4;96.5;6824.157631;125.8;68.3;5.160652632;-0.332542146;-0.345633242;4.25868118
22;83;78.6;2587;1872.8;99.6;7118.173478;122.3;79.1;5.129541309;-0.236790465;-0.23044929;4.269244273
22;84;89;2598;1887.1;103.9;7659.361968;116.4;88.3;5.076733194;-0.154792528;-0.16268879;4.300255067
22;85;96.4;2613;1900.4;107.6;7968.327773;115.3;92.5;5.065972023;-0.109914446;-0.151212003;4.304809287
22;86;106;2624;1917.5;109.6;8390.913261;113.2;98.8;5.042833783;-0.03339828;-0.10373977;4.33806727
22;87;115.8;2625;1927;113.6;8827.452043;110;103.5;5.009596872;0.019181059;-0.093111894;4.352938189
22;88;122.6;2620;1931;118.3;9560;109;112.1;4.996484197;0.035703253;-0.053832441;4.392119235
22;89;125.8;2621;1939;124;10102;108.3;121.5;4.986288702;0.014411779;-0.020367303;4.400207137
22;90;139.9;2620;1938.2;130.7;11054;101.8;135;4.924424715;0.068023261;0.032370158;4.437643012
22;91;142.7;2639.3;1952.4;136.2;11528;105.6;137.4;4.961112717;0.046620131;0.008771986;4.438409744
22;92;160.8;2661.7;1978.8;140.3;13006;103.9;163.9;4.939903314;0.13637837;0.155473499;4.529383081
23;63;25.8;4412;3064.2;30.6;2180.054671;133.2;24.1;5.256393336;-0.170625517;-0.238788168;4.266105225
23;64;25.7;4471;3103.8;31;2313.114649;130;25;5.23251938;-0.187496213;-0.21511138;4.312363024
23;65;26.1;4492;3125.9;31.5;2486.624859;130.2;24.5;5.231647525;-0.188052232;-0.251314428;4.368694046
23;66;26.2;4567;3191.5;32.4;2623.942756;139.3;24.7;5.294995389;-0.212399012;-0.271355179;4.394274912
23;67;27.5;4587;3218.5;33.4;2772.969931;138.3;25;5.283736042;-0.194369895;-0.289680075;4.419118302
23;68;29.2;4610;3258;34.8;3018.864769;137.3;26.3;5.26928266;-0.175448678;-0.280048448;4.463018749
23;69;29.9;4651;3325.5;36.7;3128.506191;137.2;27;5.256901927;-0.204918275;-0.306939889;4.445534159
23;70;36;4677;3352.5;38.8;3389.303747;121.3;28.3;5.131217359;-0.074901308;-0.315558442;4.469959548
23;71;36.8;4717;3413.2;40.5;3624.553787;127.6;30.1;5.172423108;-0.095804129;-0.296776802;4.494184492
23;72;37.7;4745;3458.5;41.8;3848.094549;130;30.6;5.183790913;-0.103236245;-0.311896331;4.522437043
23;73;37.7;4763;3501.9;44.4;4351.593504;132.1;30.6;5.191131255;-0.163579375;-0.37223946;4.58505791
23;74;38;4771;3542.3;49.3;4610.2621;135.4;31.5;5.206013053;-0.260337921;-0.447936535;4.538115908
23;75;43.5;4779;3578;53.8;5041.376427;135.6;33.3;5.19913671;-0.212512529;-0.47971607;4.540160957
23;76;44.7;4804;3628.1;56.9;5443.749799;139.5;36;5.21880441;-0.24132184;-0.457776403;4.560928063
23;77;45.9;4823;3667.6;60.6;6035.600579;140.8;36.9;5.221199088;-0.277829776;-0.496083342;4.601135751
23;78;49.9;4847;3707.2;65.2;6645.547516;141.8;41.4;5.222500696;-0.267438466;-0.454178588;4.624242894
23;79;52.2;4867;3739.9;72.6;7398.134748;140.2;43.4;5.206488832;-0.329882427;-0.514505481;4.624018265
23;80;57.3;4917;3764;82.4;7856.925551;142.1;46.3;5.223747402;-0.363284813;-0.576443476;4.557565221
23;81;59.9;4941;3788.1;90.9;8681.897411;140.5;49.4;5.210910655;-0.417083496;-0.609809577;4.559235378
23;82;64.7;4951;3797.8;96.5;9133.236855;139.7;56.3;5.204664891;-0.399781807;-0.538848473;4.550132432
23;83;74.8;4970;3817.1;99.6;9800.665702;134.1;66.4;5.162514658;-0.28634428;-0.405465108;4.589043427
23;84;84.8;5008;3850.8;103.9;10675.66811;130;75.4;5.130290165;-0.203133355;-0.320621623;4.632293525
23;85;93.7;5034;3881.6;107.6;11363.32208;129.2;79.3;5.121329048;-0.138322458;-0.305182519;4.659725438
23;86;101.9;5064;3914.4;109.6;11942.3991;128.8;85.4;5.115755438;-0.072845434;-0.249491274;4.691012922
23;87;108.5;5103;3952;113.6;12519.34716;128.7;90.5;5.113090937;-0.045933333;-0.227333656;4.702346993
23;88;114.6;5141;3984;118.3;13240;127.4;94.4;5.102293016;-0.031775967;-0.225682698;4.717774059
23;89;118.9;5159;3998;124;14008;122.8;103.8;5.065505542;-0.041998762;-0.177815595;4.727102308
23;90;129.1;5180.3;4014.5;130.7;14956;119.1;115.6;5.034913639;-0.012317323;-0.122768664;4.739963215
23;91;132.5;5221.8;4031.8;136.2;15331;119.9;120.5;5.045287306;-0.027541748;-0.122474641;4.723507808
23;92;153.1;5257.2;4062.4;140.3;16742;122.3;135.8;5.064301676;0.087308316;-0.032599772;4.781892824
24;63;30.5;701;461.6;30.6;2079.78323;118.9;26.2;5.196091976;-0.003273325;-0.155240598;4.219018942
24;64;30.8;703;465.5;31;2136.721049;112.8;26.2;5.137861134;-0.006472515;-0.168227794;4.233040508
24;65;31;703;467.4;31.5;2292.006009;118;26.1;5.178856094;-0.016000341;-0.188052232;4.287195154
24;66;30.9;703;471.2;32.4;2446.255736;114.9;26.5;5.144136444;-0.047402239;-0.20101369;4.324155441
24;67;31.3;699;472.2;33.4;2514.581118;118;27.4;5.162932742;-0.064937802;-0.198012887;4.321305615
24;68;32.4;696;475.1;34.8;2639.844319;116.1;32;5.136276241;-0.071458964;-0.083881484;4.328857838
24;69;32.6;694;471.2;36.7;2789.953114;117.4;31.9;5.152776236;-0.118464467;-0.140170745;4.331003314
24;70;34;694;482.8;38.8;3091.205936;111.2;33.8;5.074199853;-0.132059722;-0.137959444;4.377896318
24;71;34.7;710;501.1;40.5;3224.751002;115.6;33.6;5.098595244;-0.154562287;-0.186775907;4.377309043
24;72;40.1;718;511.7;41.8;3686.464949;122.2;33.7;5.1443901;-0.041520005;-0.215398502;4.47952693
24;73;40.9;726;523.3;44.4;4281.723962;119.9;34.4;5.114053163;-0.082109406;-0.255182905;4.568871533
24;74;41.8;735;534.8;49.3;4548.814093;121.9;35.8;5.12117869;-0.165027742;-0.319976188;4.524697758
24;75;43.7;747;548.3;53.8;4888.370539;123.7;38.6;5.127101882;-0.207925365;-0.332021191;4.509340837
24;76;45.3;756;559.9;56.9;5151.319738;124.9;42.5;5.127796597;-0.227988309;-0.291791265;4.505712879
24;77;47.6;768;572.4;60.6;5470.171522;127;43.4;5.138138772;-0.241462132;-0.333835452;4.502770359
24;78;51.9;780;584.9;65.2;6344.943463;127.2;49.8;5.133613678;-0.228140679;-0.269444485;4.577954001
24;79;53.7;786;591.7;72.6;6767.318554;120.3;51.7;5.073945666;-0.30155192;-0.33950714;4.534895288
24;80;56.7;787;590.7;82.4;7466.100874;122;55.3;5.090941019;-0.373811226;-0.398812528;4.506542734
24;81;60.4;793;593.6;90.9;8322.23862;121.1;55.9;5.08623418;-0.408770896;-0.486195621;4.516926561
24;82;65.7;801;599.4;96.5;8779.811635;122.4;64.3;5.097226162;-0.384444083;-0.405983377;4.510667224
24;83;77.2;817;611;99.6;8956.836489;113.7;71;5.024105536;-0.254762708;-0.338482288;4.499010209
24;84;91.3;824;616.7;103.9;9446.50173;110.1;81.7;4.991176892;-0.129278111;-0.240374896;4.509970867
24;85;95.5;825;618.7;107.6;9765.353514;103.6;87.4;4.928300214;-0.1192944;-0.207925365;4.508175397
24;86;102;817;614.8;109.6;10476.55863;97.8;97.8;4.86726666;-0.071864561;-0.113912797;4.560058155
24;87;106.2;809;610;113.6;10846.13684;91.7;102.7;4.800862339;-0.067359397;-0.100871389;4.558880737
24;88;115.3;805;608;118.3;11371;87.1;112.9;4.747724279;-0.025686344;-0.0467213;4.565597763
24;89;123;806;610;124;12390;86.2;118.6;4.735294963;-0.00809721;-0.044525079;4.604363409
24;90;140.4;805;609.2;130.7;13318;84.7;129.5;4.717811258;0.071590871;-0.009223739;4.623967162
24;91;143.6;814.1;618.4;136.2;14079;82.9;127;4.692582773;0.052907263;-0.069937307;4.638315211
24;92;163.5;830.2;632.6;140.3;15490;86.6;155.1;4.73312814;0.153030003;0.100287083;4.704166946
25;63;25.8;1468;1002.9;30.6;2055.095514;118.5;25.8;5.155918088;-0.170625517;-0.170625517;4.207077596
